Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
497545	5yasLi1Avt	Unit CTA1_13, Section CTA1_13-1	PROP10	1	R1C2	2005-11-22 13:41:09.0	2005-11-22 13:41:47.0	2005-11-22 13:41:47.0	2005-11-22 13:41:47.0	38	38		1	0	0	1		
498257	5yasLi1Avt	Unit CTA1_06, Section CTA1_06-5	FBSMR1	1	ValidEquations	2006-01-31 13:48:52.0	2006-01-31 13:49:04.0	2006-01-31 13:49:04.0	2006-01-31 13:49:30.0	19	19		1	0	0	3		
498622	5yasLi1Avt	Unit ES_03, Section ES_03-8	LIT16A	1	z*c = 34	2006-02-07 14:13:57.0	2006-02-07 14:14:08.0	2006-02-07 14:14:08.0	2006-02-07 14:14:08.0	11	11		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	256
498912	5yasLi1Avt	Unit CTA1_08, Section CTA1_08-3	JAN12	1	R3C2	2006-02-14 14:14:16.0	2006-02-14 14:14:32.0	2006-02-14 14:16:38.0	2006-02-14 14:16:38.0	142		142	0	5	4	1	Using small numbers~~Write expression, negative slope~~Using difficult numbers	241~~23~~134
499382	5yasLi1Avt	Unit ES_04, Section ES_04-15	LIT59	1	b+r*(x+y) = v-s	2006-02-27 14:12:27.0	2006-02-27 14:12:55.0	2006-02-27 14:12:55.0	2006-02-27 14:12:55.0	28	28		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	83
499766	5yasLi1Avt	Unit CTA1_10, Section CTA1_10-5	DISTFB08_SP	1	R3C2	2006-03-20 13:53:04.0	2006-03-20 13:53:11.0	2006-03-20 13:54:35.0	2006-03-20 13:54:35.0	51		51	0	0	6	1	Using simple numbers~~Write expression, positive slope~~Using large numbers	244~~110~~134
500266	5yasLi1Avt	Unit ES_07, Section ES_07-6	LIT82A	1	w*(m*j+j) = x*j	2006-04-04 10:10:39.0	2006-04-04 10:10:49.0	2006-04-04 10:10:49.0	2006-04-04 10:10:49.0	10	10		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	446
500551	5yasLi1Avt	Unit CTA1_12, Section CTA1_12-4	SYSFB23	1	R6C2	2006-04-18 14:06:33.0	2006-04-18 14:06:41.0	2006-04-18 14:07:11.0	2006-04-18 14:07:11.0	38		38	0	2	0	1	Entering a given	456
501085	5yasLi1Avt	Unit ES_05, Section ES_05-11	LIT86	1	b*y = 9-5x	2006-05-17 13:58:51.0	2006-05-17 13:59:01.0	2006-05-17 13:59:01.0	2006-05-17 13:59:01.0	10	10		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	553
501235	5yasLi1Avt	Unit CTA1_14, Section CTA1_14-2	1PTB09	1	R3C2	2006-05-23 14:00:10.0	2006-05-23 14:01:24.0	2006-05-23 14:02:14.0	2006-05-23 14:02:14.0	118		118	0	3	4	1	Using simple numbers~~Using large numbers~~Write expression, initial and point	310~~173~~3
501467	66Ak255E3j	Unit CTA1_01, Section CTA1_01-4	L1FB12C	1	R3C2	2005-12-09 14:17:59.0	2005-12-09 14:18:25.0	2005-12-09 14:18:25.0	2005-12-09 14:18:25.0	26	26		1	0	0	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	51~~27~~11
501648	66Ak255E3j	Unit CTA1_02, Section CTA1_02-3	L3NOV12A	1	R5C1	2006-01-03 14:15:26.0	2006-01-03 14:15:35.0	2006-01-03 14:15:35.0	2006-01-03 14:15:35.0	9	9		1	0	0	1	Entering a given~~Convert unit, mixed	73~~1
501864	66Ak255E3j	Unit ES_01, Section ES_01-7	EG21	1	constant terms1R1	2006-01-10 14:52:13.0	2006-01-10 14:52:39.0	2006-01-10 14:52:39.0	2006-01-10 14:52:39.0	26	26		1	0	0	1		
502052	66Ak255E3j	Unit CTA1_04, Section CTA1_04-3	DEC01C	1	0.5H = 4	2006-01-12 14:05:39.0	2006-01-12 14:05:47.0	2006-01-12 14:05:47.0	2006-01-12 14:05:47.0	8	8		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	22~~35
502269	66Ak255E3j	Unit ES_02, Section ES_02-7	EG41	1	2*6 = y/6*6	2006-01-18 15:36:57.0	2006-01-18 15:37:01.0	2006-01-18 15:37:07.0	2006-01-18 15:37:07.0	10		10	0	1	0	1		
502407	66Ak255E3j	Unit CTA1_13, Section CTA1_13-1	PROP01	1	R6C1	2006-01-19 14:03:08.0	2006-01-19 14:03:21.0	2006-01-19 14:03:21.0	2006-01-19 14:03:21.0	13	13		1	0	0	1	Entering a given	163
502878	66Ak255E3j	Unit CTA1_06, Section CTA1_06-4	BH1T51	1	R6C1	2006-01-31 13:48:07.0	2006-01-31 13:48:25.0	2006-01-31 13:48:25.0	2006-01-31 13:48:25.0	18	18		1	0	0	1	Entering a given~~Convert unit, standard	251~~17
503127	66Ak255E3j	Unit ES_03, Section ES_03-6	EG52	1	-4.4 = -6.2y	2006-02-02 13:56:10.0	2006-02-02 13:57:00.0	2006-02-02 13:57:00.0	2006-02-02 13:57:00.0	50	50		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	132~~48
503436	66Ak255E3j	Unit CTA1_08, Section CTA1_08-3	REAL10	1	YLabel	2006-02-10 13:54:11.0	2006-02-10 13:54:20.0	2006-02-10 13:54:20.0	2006-02-10 13:54:20.0	9	9		1	0	0	1	Labelling the axes	97
503655	66Ak255E3j	Unit ES_04, Section ES_04-12	EG58A	2	-49-1024 = -819x+1024-1024	2006-02-17 14:06:12.0	2006-02-17 14:06:34.0	2006-02-17 14:06:34.0	2006-02-17 14:06:45.0	33	33		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	49
504086	66Ak255E3j	Unit CTA1_10, Section CTA1_10-5	DIST04_SP	1	R3C1	2006-04-11 13:50:12.0	2006-04-11 13:50:17.0	2006-04-11 13:50:17.0	2006-04-11 13:50:17.0	5	5		1	0	0	1	Define Variable	106
504275	66Ak255E3j	Unit ES_07, Section ES_07-4	LIT67A	1	(b*c-f*h)/(-g+d) = w*(-g+d)/(-g+d)	2006-04-25 14:06:54.0	2006-04-25 14:07:21.0	2006-04-25 14:07:21.0	2006-04-25 14:07:24.0	30	30		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	84
504493	66Ak255E3j	Unit CTA1_12, Section CTA1_12-3	SYSFB21	1	0.75F = 90	2006-05-11 13:52:29.0	2006-05-11 13:52:37.0	2006-05-11 13:52:37.0	2006-05-11 13:52:37.0	8	8		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	138~~296
504762	66Ak255E3j	Unit ES_05, Section ES_05-11	LIT87	1	12y = 1-a*x	2006-05-23 14:09:32.0	2006-05-23 14:09:42.0	2006-05-23 14:09:42.0	2006-05-23 14:09:42.0	10	10		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	343
504815	66Ak255E3j	Unit CTA1_14, Section CTA1_14-2	1PTFB11	3	-210-150/30*X = 0	2006-06-05 13:55:39.0	2006-06-05 13:55:45.0	2006-06-05 13:55:45.0	2006-06-05 13:55:45.0	6	6		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	271
505038	6jCygPdswz	Unit CTA1_01, Section CTA1_01-4	REAL32B	1	R1C2	2005-09-01 13:56:55.0	2005-09-01 13:57:29.0	2005-09-01 13:57:29.0	2005-09-01 13:57:29.0	34	34		1	0	0	1		
505287	6jCygPdswz	Unit CTA1_02, Section CTA1_02-3	L3NOV12B	1	R7C1	2005-09-08 12:17:32.0	2005-09-08 12:18:20.0	2005-09-08 12:18:20.0	2005-09-08 12:18:20.0	48	48		1	0	0	1	Entering a given~~Convert unit, standard	103~~12
505566	6jCygPdswz	Unit ES_01, Section ES_01-5	EG14A	2	x = 35.1+44*50	2005-09-12 12:16:25.0	2005-09-12 12:16:28.0	2005-09-12 12:16:28.0	2005-09-12 12:16:28.0	3	3		1	0	0	1	[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]	38
505835	6jCygPdswz	Unit CTA1_04, Section CTA1_04-3	PERCENT14C	2	R7C1	2005-09-15 10:03:53.0	2005-09-15 10:03:54.0		2005-09-15 10:03:54.0	1		1	0	1	0	0	Using small numbers~~Find X, positive slope~~Using difficult numbers	108~~15~~36
506158	6jCygPdswz	Unit ES_02, Section ES_02-6	EG40	5	FinalAnswer	2005-09-20 12:22:18.0	2005-09-20 12:22:21.0	2005-09-20 12:22:21.0	2005-09-20 12:22:21.0	3	3		1	0	0	1	simplify-fractions-sp~~combine-like-terms-sp	5~~27
506451	6jCygPdswz	Unit CTA1_13, Section CTA1_13-1	PROP06	1	R2C1	2005-09-27 13:52:44.0	2005-09-27 13:52:47.0	2005-09-27 13:52:55.0	2005-09-27 13:52:55.0	11		11	0	0	2	1	Identifying units	90
506918	6jCygPdswz	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R3C2	2005-10-04 12:03:59.0	2005-10-04 12:05:09.0	2005-10-04 12:05:31.0	2005-10-04 12:05:31.0	92		92	0	2	3	1	Using small numbers~~Write expression, positive slope~~Using difficult numbers	200~~70~~108
507510	6jCygPdswz	Unit ES_03, Section ES_03-7	LIT12	1	k-3 = h	2005-10-13 12:22:16.0	2005-10-13 12:22:20.0	2005-10-13 12:22:20.0	2005-10-13 12:22:20.0	4	4		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]	137~~6
507846	6jCygPdswz	Unit CTA1_08, Section CTA1_08-3	FEB08	1	XUnit	2005-10-20 09:42:26.0	2005-10-20 09:42:29.0	2005-10-20 09:42:29.0	2005-10-20 09:42:29.0	3	3		1	0	0	1		
508301	6jCygPdswz	Unit ES_04, Section ES_04-16	LIT60A	1	q*c*r = d*x-q*c*v	2005-10-26 12:21:36.0	2005-10-26 12:21:44.0	2005-10-26 12:21:44.0	2005-10-26 12:21:44.0	8	8		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	261
508608	6jCygPdswz	Unit CTA1_10, Section CTA1_10-5	DISTFB08_SP	1	R4C1	2005-11-01 12:07:37.0	2005-11-01 12:07:41.0	2005-11-01 12:07:41.0	2005-11-01 12:07:41.0	4	4		1	0	0	1	Entering a given	420
508787	6jCygPdswz	Unit ES_07, Section ES_07-4	LIT70A	1	6u-r*u-6u = x*s+r*w-6u	2005-11-09 12:13:05.0	2005-11-09 12:13:12.0	2005-11-09 12:13:12.0	2005-11-09 12:14:00.0	55	55		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	69
509353	6jCygPdswz	Unit CTA1_12, Section CTA1_12-6	SYSFB03	1	R7C1	2005-11-22 14:05:25.0	2005-11-22 14:05:34.0	2005-11-22 14:05:34.0	2005-11-22 14:05:34.0	9	9		1	0	0	1		
509583	6jCygPdswz	Unit ES_05, Section ES_05-8	EG61	11	7.61x+0.35-0.35 = -9.74-0.35	2005-12-08 14:10:05.0	2005-12-08 14:10:27.0	2005-12-08 14:10:27.0	2005-12-08 14:12:10.0	125	125		1	3	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	111
510093	6jCygPdswz	Unit CTA1_14, Section CTA1_14-4	IPCEVEREST	2	R6C1	2006-01-09 12:00:10.0	2006-01-09 12:00:17.0	2006-01-09 12:00:17.0	2006-01-09 12:00:17.0	7	7		1	0	0	1	Entering a given	575
510570	6jCygPdswz	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	P-2X-2YGE9	1	ShadeButton1	2006-02-08 12:33:49.0	2006-02-08 12:33:56.0	2006-02-08 12:33:56.0	2006-02-08 12:33:56.0	7	7		1	0	0	1	Shading greater than~~Including the line when shading~~Shading GLF equation with negative slope	10~~13~~4
511025	6jCygPdswz	Unit CTA1_15, Section CTA1_15-3	SYS10	1	R6C1	2006-02-16 12:27:45.0	2006-02-16 12:28:00.0	2006-02-16 12:28:00.0	2006-02-16 12:28:00.0	15	15		1	0	0	1	Entering a given	634
511147	6jCygPdswz	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE8TRE	1	R2C2	2006-02-17 12:14:56.0	2006-02-17 12:15:00.0	2006-02-17 12:15:00.0	2006-02-17 12:15:00.0	4	4		1	0	0	1	Identifying units	321
511362	6jCygPdswz	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2	EG-FACTOR42	1	a-factor-2	2006-02-28 12:03:01.0	2006-02-28 12:03:03.0	2006-02-28 12:03:03.0	2006-02-28 12:03:21.0	5.5	5.5		1	0	0	3		
511471	6jCygPdswz	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR22	1	a-factor-node	2006-02-28 12:16:10.0	2006-02-28 12:16:14.0	2006-02-28 12:16:14.0	2006-02-28 12:16:14.0	4	4		1	0	0	1		
511692	6jCygPdswz	Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1	NEWQUAD6TRE	1	R8C1	2006-03-07 12:32:55.0	2006-03-07 12:33:26.0	2006-03-07 12:33:26.0	2006-03-07 12:33:26.0	31	31		1	0	0	1	Entering a given~~Entering a given linear value	705~~36
511837	6jCygPdswz	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	1	y1R1	2006-03-08 12:25:45.0	2006-03-08 12:25:46.0	2006-03-08 12:25:46.0	2006-03-08 12:25:46.0	1	1		1	0	0	1		
512069	6jCygPdswz	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS01-FIXED	2	row1-D-constant factors	2006-03-13 12:24:57.0	2006-03-13 12:24:59.0	2006-03-13 12:24:59.0	2006-03-13 12:24:59.0	2	2		1	0	0	1		
512413	6jCygPdswz	Unit CTA1_20, Section CTA1_20-2	1PTFB18	1	R6C1	2006-05-11 14:04:59.0	2006-05-11 14:05:04.0	2006-05-11 14:06:19.0	2006-05-11 14:06:19.0	80		80	0	3	4	1	Entering a given~~Convert unit, standard	752~~50
512717	6jCygPdswz	Unit CTA1_21, Section CTA1_21-2	PROP17	1	Formula 1 Coeff 1	2006-05-23 14:21:41.0	2006-05-23 14:21:47.0		2006-05-23 14:22:58.0	50		50	0	11	3	0	Setting the slope	30
513070	6jCygPdswz	Unit CTA1_22, Section CTA1_22-1	SYS08	1	yMin	2006-05-26 10:21:39.0	2006-05-26 10:21:42.0	2006-05-26 10:21:42.0	2006-05-26 10:21:42.0	3	3		1	0	0	1	Changing axis bounds	380
513085	6jCygPdswz	Unit ES_06, Section ES_06-1	EG63A	1	-232.61278519-632362.632x = 327.97-425.76(x-242.71)	2006-05-26 13:01:20.0	2006-05-26 13:01:48.0	2006-05-26 13:01:53.0	2006-05-26 13:01:53.0	33		33	0	0	2	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	151
513220	78t79xOebG	Unit CTA1_01, Section CTA1_01-3	BH1T19	1	R1C1	2005-09-01 10:13:32.0	2005-09-01 10:13:41.0	2005-09-01 10:13:41.0	2005-09-01 10:13:41.0	9	9		1	0	0	1		
513533	78t79xOebG	Unit CTA1_02, Section CTA1_02-4	L2FB14C	1	R1C2	2005-09-13 09:43:49.0	2005-09-13 09:44:06.0	2005-09-13 09:45:08.0	2005-09-13 09:45:08.0	79		79	0	1	0	1		
513682	78t79xOebG	Unit ES_01, Section ES_01-6	EG21	4	3+x = -1	2005-09-14 10:15:39.0	2005-09-14 10:15:55.0	2005-09-14 10:16:19.0	2005-09-14 10:16:19.0	31		31	0	1	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]	7~~4
513943	78t79xOebG	Unit CTA1_04, Section CTA1_04-2	BH1T32	1	R3C1	2005-09-22 11:11:26.0	2005-09-22 11:11:41.0	2005-09-22 11:11:41.0	2005-09-22 11:11:41.0	15	15		1	0	0	1	Define Variable	42
514322	78t79xOebG	Unit ES_02, Section ES_02-7	EG41	2	y/-3+2 = -8	2005-09-29 11:13:21.0	2005-09-29 11:13:45.0	2005-09-29 11:13:45.0	2005-09-29 11:13:45.0	24	24		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	58
514533	78t79xOebG	Unit CTA1_13, Section CTA1_13-1	PROP06	3	R4C1	2005-10-06 10:48:38.0	2005-10-06 10:49:16.0	2005-10-06 10:49:16.0	2005-10-06 10:49:16.0	38	38		1	0	0	1	Using small numbers~~Find X, Simple~~Using difficult numbers	143~~31~~71
514996	78t79xOebG	Unit CTA1_06, Section CTA1_06-4	L6FB07	1	xMax	2005-11-03 14:06:00.0	2005-11-03 14:08:29.0	2005-11-03 14:08:29.0	2005-11-03 14:08:29.0	149	149		1	0	0	1	Changing axis bounds	85
515418	78t79xOebG	Unit ES_03, Section ES_03-6	EG52A	1	-18.1x/-18.1 = -3.7/-18.1	2005-11-29 14:19:12.0	2005-11-29 14:19:15.0	2005-11-29 14:19:15.0	2005-11-29 14:19:54.0	42	42		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	36
515770	78t79xOebG	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	R3C1	2005-12-20 14:03:39.0	2005-12-20 14:05:26.0	2005-12-20 14:05:26.0	2005-12-20 14:05:26.0	107	107		1	0	0	1	Define Variable	103
516105	78t79xOebG	Unit ES_04, Section ES_04-12	EG58A	10	6-756 = 129y	2006-01-05 14:19:51.0	2006-01-05 14:19:57.0	2006-01-05 14:19:57.0	2006-01-05 14:19:57.0	6	6		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	113
516459	78t79xOebG	Unit CTA1_10, Section CTA1_10-5	DIST04_SP	1	ValidEquations	2006-01-24 14:01:49.0	2006-01-24 14:02:52.0	2006-01-24 14:02:52.0	2006-01-24 14:05:39.0	153	153		1	0	0	3		
516637	78t79xOebG	Unit ES_07, Section ES_07-4	LIT66A	1	x*(-z+s)/(-z+s) = (t*n+c*h)/(-z+s)	2006-01-31 14:16:47.0	2006-01-31 14:16:50.0	2006-01-31 14:16:50.0	2006-01-31 14:17:30.0	43	43		1	1	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	70
516932	78t79xOebG	Unit CTA1_12, Section CTA1_12-4	SYSFB22	1	-5M = -100	2006-02-27 13:55:59.0	2006-02-27 13:56:04.0	2006-02-27 13:56:04.0	2006-02-27 13:56:04.0	5	5		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	346~~96
517324	78t79xOebG	Unit ES_05, Section ES_05-10	EG62A	1	constant terms1R1	2006-03-08 13:44:11.0	2006-03-08 13:44:13.0	2006-03-08 13:44:13.0	2006-03-08 13:44:13.0	2	2		1	0	0	1		
517675	78t79xOebG	Unit CTA1_14, Section CTA1_14-4	LDEMO_PTPT	1	R2C2	2006-03-30 14:25:58.0	2006-03-30 14:26:00.0	2006-03-30 14:26:00.0	2006-03-30 14:26:00.0	2	2		1	0	0	1	Identifying units	237
518023	78t79xOebG	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	P-2X-2YGE9	1	xMin	2006-04-25 14:14:56.0	2006-04-25 14:15:03.0	2006-04-25 14:15:03.0	2006-04-25 14:15:03.0	7	7		1	0	0	1		
518389	78t79xOebG	Unit CTA1_15, Section CTA1_15-3	SYSFB06	2	xMin	2006-05-18 14:19:29.0	2006-05-18 14:19:56.0	2006-05-18 14:19:56.0	2006-05-18 14:19:56.0	27	27		1	0	0	1	Changing axis bounds	236
518488	78t79xOebG	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE7TRE	1	R9C2	2006-05-19 09:17:22.0	2006-05-19 09:17:27.0	2006-05-19 09:17:27.0	2006-05-19 09:17:27.0	5	5		1	0	0	1	Entering a given~~Entering a given quadratic value	467~~8
518639	78t79xOebG	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1	EG-FACTOR10	1	a-factor-1	2006-05-23 14:44:33.0	2006-05-23 14:44:36.0	2006-05-23 14:44:36.0	2006-05-23 14:44:59.0	5	5		1	0	0	2		
519013	78t79xOebG	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR04	1	a-factor-node	2006-05-26 14:24:05.0	2006-05-26 14:24:09.0	2006-05-26 14:24:09.0	2006-05-26 14:24:09.0	4	4		1	0	0	1		
519163	7y5NJZ7S6u	Unit CTA1_01, Section CTA1_01-3	REAL20C	1	R4C2	2005-09-22 14:06:49.0	2005-09-22 14:07:06.0	2005-09-22 14:12:13.0	2005-09-22 14:12:13.0	194		194	0	1	0	1	Using simple numbers~~Using large numbers~~Find Y, negative slope	43~~21~~7
519486	7y5NJZ7S6u	Unit CTA1_02, Section CTA1_02-4	BH1T29	1	R5C2	2005-10-26 15:23:41.0	2005-10-26 15:23:54.0	2005-10-26 15:23:54.0	2005-10-26 15:23:54.0	13	13		1	0	0	1	Using simple numbers~~Using large numbers~~Find Y, negative slope	131~~57~~15
519671	7y5NJZ7S6u	Unit ES_01, Section ES_01-5	EG13	1	30.6+7 = x	2005-10-27 14:32:02.0	2005-10-27 14:32:05.0	2005-10-27 14:32:05.0	2005-10-27 14:32:05.0	3	3		1	0	0	1	[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]	12~~12
519979	7y5NJZ7S6u	Unit CTA1_04, Section CTA1_04-4	L5FB04C	1	R1C2	2005-11-15 13:55:41.0	2005-11-15 13:57:03.0	2005-11-15 13:57:03.0	2005-11-15 13:57:03.0	82	82		1	0	0	1		
